@relation AU_intensity_openFACE_mean_stddev

@attribute frametime numeric
@attribute AU01_r_mean numeric
@attribute AU02_r_mean numeric
@attribute AU04_r_mean numeric
@attribute AU05_r_mean numeric
@attribute AU06_r_mean numeric
@attribute AU07_r_mean numeric
@attribute AU09_r_mean numeric
@attribute AU10_r_mean numeric
@attribute AU12_r_mean numeric
@attribute AU14_r_mean numeric
@attribute AU15_r_mean numeric
@attribute AU17_r_mean numeric
@attribute AU20_r_mean numeric
@attribute AU23_r_mean numeric
@attribute AU25_r_mean numeric
@attribute AU26_r_mean numeric
@attribute AU45_r_mean numeric
@attribute AU01_r_std numeric
@attribute AU02_r_std numeric
@attribute AU04_r_std numeric
@attribute AU05_r_std numeric
@attribute AU06_r_std numeric
@attribute AU07_r_std numeric
@attribute AU09_r_std numeric
@attribute AU10_r_std numeric
@attribute AU12_r_std numeric
@attribute AU14_r_std numeric
@attribute AU15_r_std numeric
@attribute AU17_r_std numeric
@attribute AU20_r_std numeric
@attribute AU23_r_std numeric
@attribute AU25_r_std numeric
@attribute AU26_r_std numeric
@attribute AU45_r_std numeric


@data
106,0.6786513,0,0.09024933,0.005238876,1.253654,1.34551,0.0605388,1.224165,1.506091,1.277225,0.01345097,0.9973132,0.1190224,0.00572657,1.701536,0.5467564,0,0.8288522,0,0.1111491,0.01905866,0.6654573,0.6649397,0.1337816,0.7198511,0.832235,0.6722944,0.03676169,0.5366246,0.151832,0.01790661,1.3001,0.3409053,0
106.4,0.6062618,0,0.08062274,0.004680062,1.374498,1.473204,0.1024285,1.330855,1.617672,1.378875,0.0120162,1.029447,0.1511232,0.03151793,1.815455,0.5948111,0,0.8106825,0,0.1086515,0.01807248,0.6293424,0.6274113,0.1633724,0.6727651,0.7634569,0.620496,0.03496849,0.4825669,0.1671747,0.06945384,1.208145,0.3202742,0
106.8,0.5985805,0,0.08637975,0.004680062,1.616067,1.720288,0.1433845,1.567197,1.887725,1.653311,0.01287575,1.154496,0.1729691,0.04890446,2.072362,0.6784467,0.02447635,0.8136959,0,0.1073446,0.01807248,0.3555028,0.3069819,0.1766005,0.4416412,0.4443397,0.3571237,0.03508306,0.2938143,0.158142,0.07775248,0.9789559,0.2236871,0.1551457
107.2,0.3923978,0,0.09112568,0.004209281,1.746722,1.725459,0.1909637,1.750999,2.012635,1.79713,0.04200665,1.027427,0.1893333,0.07048649,2.207003,0.6870175,0.1151919,0.5889943,0,0.1075919,0.01760931,0.3027227,0.3390121,0.2311912,0.3373008,0.3105267,0.2873824,0.13619,0.342484,0.1527358,0.1085874,0.870621,0.2450478,0.3905898
107.6,0.2104133,0,0.199409,0.01205665,1.759888,1.779623,0.2195745,1.771559,1.985109,1.753927,0.08876857,0.8507714,0.1964676,0.07499448,2.203873,0.6967649,0.1229892,0.4114858,0,0.4531281,0.04871678,0.3763579,0.5287899,0.2255676,0.3852749,0.4603623,0.4364464,0.2000016,0.4080173,0.1522662,0.1091863,0.9157076,0.2901286,0.3982026
108,0.199591,0,0.207547,0.01223932,1.651099,1.695048,0.2571672,1.66031,1.790856,1.555814,0.0962529,0.7029299,0.1834498,0.07613076,1.830234,0.6149161,0.1509137,0.5683953,0,0.4677412,0.04906697,0.6011337,0.7238572,0.2298642,0.6066121,0.7110111,0.7018309,0.204949,0.4340919,0.1618568,0.1096231,1.156962,0.3676432,0.4101379
108.4,0.5573789,0,0.329756,0.01223932,1.696501,1.843947,0.3810304,1.669893,1.642906,1.294427,0.133876,0.6397098,0.1506392,0.07613076,1.3804,0.5078094,0.249687,0.9716024,0,0.5232699,0.04906697,0.6263201,0.810196,0.2808568,0.6169716,0.6986155,0.8445354,0.2086965,0.4025528,0.1727796,0.1096231,1.202498,0.4085014,0.4424969
108.8,0.8233504,0,0.4698247,0.01223932,1.658821,1.827125,0.5331562,1.663182,1.481546,1.025754,0.1975133,0.6222429,0.09946034,0.07471867,0.9382993,0.3677922,0.3842315,1.025336,0,0.5433504,0.04906697,0.6233039,0.8066273,0.3941205,0.6220945,0.6641721,0.9221578,0.2276373,0.3913889,0.1460299,0.1104449,1.083452,0.3831488,0.4835407
109.2,1.053363,0,0.6126883,0.01469316,1.631245,1.79603,0.6919562,1.673885,1.367312,0.7615217,0.3092041,0.614175,0.05887356,0.05431644,0.5442664,0.2514356,0.5179359,0.9860803,0,0.5302846,0.04944736,0.6159477,0.8062758,0.5060624,0.625069,0.6045665,0.9116873,0.2830453,0.3771704,0.125126,0.1044271,0.8311809,0.3549217,0.481262
109.6,1.230476,0,0.7561146,0.02140886,1.568025,1.786703,0.8793963,1.674367,1.248347,0.4942949,0.4531376,0.5935786,0.01772395,0.02920568,0.2323206,0.1439453,0.6549418,0.8807838,0,0.4787043,0.05273295,0.6027393,0.8071688,0.577477,0.6256634,0.5326054,0.7969592,0.3319137,0.3607453,0.05156028,0.09309547,0.5248239,0.3016926,0.4417448
110,1.312964,0,0.9301975,0.03010637,1.506707,1.853487,1.056538,1.666023,1.128969,0.1905625,0.5842484,0.6197258,0,0.001372354,0.07973302,0.09383965,0.6979783,0.7980958,0,0.4400084,0.05519827,0.563291,0.7833644,0.5570212,0.6067949,0.416285,0.2663261,0.3738461,0.3229588,0,0.005743926,0.2619733,0.2701494,0.3787388
110.4,1.295121,0,0.9319255,0.05997588,1.487674,1.894854,1.109667,1.692547,1.13847,0.1932765,0.6403582,0.6152477,0,0.001223992,0.04098271,0.05181419,0.7625187,0.7402072,0,0.4048715,0.1073093,0.5338585,0.7355568,0.5134819,0.5765438,0.3932493,0.2338617,0.3831825,0.3012933,0,0.005437015,0.1763077,0.1791111,0.361624
110.8,1.489158,0,0.998628,0.09683627,1.618747,2.087992,1.222277,1.90817,1.288433,0.2622255,0.745544,0.774721,0,0,0.005414167,0.0163242,0.8679865,0.5578042,0,0.2423652,0.1506832,0.2576879,0.4113861,0.3356298,0.2163954,0.1586307,0.2818427,0.3354142,0.247311,0,0,0.01498698,0.03263307,0.205178
111.2,1.399532,0,1.019418,0.1217679,1.551232,2.010648,1.2606,1.90418,1.300652,0.3370312,0.8398543,0.8042854,0,0,0.005341978,0.01994399,0.856602,0.4154357,0,0.2184709,0.1517046,0.203101,0.3396322,0.2733454,0.1764982,0.1360156,0.3461617,0.2830999,0.2371215,0,0,0.01489849,0.04114058,0.2016736
111.6,1.326192,0,1.038114,0.1378557,1.49903,2.001394,1.264529,1.952649,1.353933,0.4663571,0.9391898,0.8238273,0,0,0.005341978,0.0253344,0.8642669,0.3270722,0,0.2156496,0.1448978,0.1404902,0.3128543,0.2609618,0.1444741,0.1061065,0.3944041,0.184815,0.2388773,0,0,0.01489849,0.04910417,0.1859009
112,1.294309,0,1.057527,0.1566266,1.457053,1.994567,1.243801,1.98754,1.357447,0.6065578,0.9982009,0.8278126,0,0,0.005215124,0.02508491,0.8395983,0.3005537,0,0.2250362,0.1408757,0.1025569,0.310887,0.2598716,0.1546847,0.1063123,0.4140091,0.1140706,0.2433161,0,0,0.01490299,0.04896886,0.1889821
112.4,1.223184,0,1.047931,0.1591628,1.459341,2.017119,1.183345,2.008514,1.341084,0.8231352,0.9744173,0.7803415,0,0.07154689,0.0273293,0.02668522,0.7869375,0.4006572,0,0.2559087,0.1414734,0.1231533,0.3583527,0.2924725,0.1663131,0.1254226,0.4837398,0.1803589,0.2969862,0,0.3559223,0.1405296,0.04953695,0.2588386
112.8,1.090476,0,0.9269494,0.2696832,1.487265,1.969931,0.9637188,1.950871,1.265491,1.043792,0.840288,0.7856049,0,0.2818948,0.09848374,0.03390717,0.6588079,0.5799381,0,0.3535631,0.2857038,0.1857915,0.4310101,0.4419325,0.2444477,0.2647266,0.5235089,0.3748435,0.3244089,0,0.6504453,0.2462312,0.05380861,0.3469866
113.2,1.194906,0,0.7642159,0.2783805,1.528814,1.908717,0.7768166,1.934188,1.247582,1.464765,0.6932058,0.8477264,0,0.2948716,0.1396015,0.07336824,0.5562547,0.6319488,0,0.4256525,0.3007663,0.2163878,0.4068444,0.5068244,0.2463411,0.278156,0.943913,0.449777,0.3933066,0,0.6480807,0.2768042,0.1161456,0.311327
113.6,1.229913,0,0.6498877,0.2400655,1.580777,1.855401,0.6262641,1.923513,1.200757,1.939471,0.5565009,0.8123722,0,0.3155125,0.2617774,0.1669781,0.4986313,0.6300029,0,0.4776199,0.3111601,0.2194851,0.3701361,0.5422197,0.2383736,0.2899926,1.218798,0.4828221,0.397494,0,0.6408835,0.3809027,0.2455251,0.2826802
114,1.052535,0,0.5141014,0.2029214,1.635818,1.827365,0.5046089,1.906224,1.107057,2.349961,0.4574113,0.7904588,0,0.4317006,0.4119471,0.2818004,0.5712664,0.6831005,0,0.4903138,0.3135534,0.2255843,0.35892,0.5663179,0.2578886,0.3113568,1.303086,0.4847823,0.3974702,0,0.6567368,0.4813506,0.3547187,0.3606931
114.4,0.8477059,0,0.3979461,0.1771778,1.718586,1.840823,0.363614,1.862447,0.9738985,2.756886,0.3431659,0.837654,0.0009514667,0.588862,0.5040031,0.372966,0.6746437,0.7344629,0,0.4853798,0.3194673,0.2246162,0.353578,0.5412252,0.2676739,0.3555834,1.264673,0.4205517,0.4136252,0.005830434,0.6795374,0.4600876,0.3899723,0.4614921
114.8,0.6633653,0,0.2759665,0.1526244,1.798047,1.853848,0.2138232,1.738938,0.7847924,3.214356,0.3304107,0.8250605,0.01402686,0.8514888,0.5812067,0.4213734,0.7803282,0.7496708,0,0.4006845,0.3237663,0.1999894,0.3572516,0.4576284,0.3369067,0.4202125,1.201677,0.4309095,0.4085678,0.05060413,0.7887554,0.4247357,0.368917,0.5680789
115.2,0.466827,0,0.1313606,0.1491567,1.865431,1.844496,0.0590111,1.588247,0.6069486,3.681591,0.5112063,0.8142116,0.0455954,1.21795,0.6857734,0.505332,0.8297566,0.6997845,0,0.1679153,0.3251094,0.1892351,0.3474799,0.2641318,0.3774432,0.4309158,1.038379,0.8234136,0.4127498,0.1015772,0.9374505,0.3719693,0.3421886,0.5810594
115.6,0.4482007,0,0.1012043,0.09374837,1.933072,1.977356,0,1.510635,0.4880265,4.095845,0.748922,0.847017,0.05149274,1.34067,0.7473668,0.6560319,1.094382,0.7040433,0,0.1207881,0.2763023,0.1287492,0.2194843,0,0.4125012,0.4510983,0.6910675,0.9872675,0.3717505,0.1014218,0.9883793,0.3715301,0.3614731,0.6372426
116,0.3487362,0,0.069695,0.001647198,1.992792,2.058938,0,1.450409,0.3762226,4.359544,0.8685553,0.7040399,0.05149274,1.622866,0.8553334,0.6862906,1.42893,0.6315588,0,0.08614165,0.006853966,0.1899488,0.261045,0,0.4034691,0.4375994,0.4198766,0.9465538,0.3700858,0.1014218,1.03364,0.3366147,0.325877,0.7484586
116.4,0.1204596,0,0.06484349,0.01274069,2.054771,2.085755,0,1.346934,0.2285855,4.427067,0.9968127,0.6293186,0.05311272,1.915933,1.000341,0.6335202,1.792611,0.3261343,0,0.08744001,0.04933552,0.1921211,0.250977,0,0.3911487,0.3364364,0.378312,0.8920511,0.4012707,0.1008441,0.8515305,0.4972116,0.3775826,0.784271
116.8,0.002703524,0,0.05881643,0.01274069,2.122451,2.121075,0,1.195692,0.1130107,4.504017,1.139158,0.5547333,0.05311272,2.161007,0.9875073,0.5393394,2.080257,0.01845528,0,0.08930762,0.04933552,0.1756612,0.2461056,0,0.3695405,0.2253202,0.355149,0.8318518,0.4423703,0.1008441,0.6242803,0.489263,0.3736264,0.7991232
117.2,0,0,0.05724832,0.01378117,2.15709,2.161945,0,1.093591,0.03672483,4.575389,1.204758,0.4134458,0.05311272,2.330008,1.028259,0.4502554,2.339482,0,0,0.09004158,0.04932388,0.1519555,0.212587,0,0.2666917,0.07670591,0.2838414,0.7756563,0.3927135,0.1008441,0.4347834,0.5244066,0.3877167,0.7864805
117.6,0,0,0.03819639,0.02036797,2.18718,2.174234,0,1.035421,0.0192685,4.635336,1.27011,0.2887715,0.04140701,2.410837,1.126722,0.3753369,2.514122,0,0,0.07436888,0.0528683,0.1542724,0.2084848,0,0.2053251,0.03472234,0.2058488,0.7341888,0.3343948,0.0945529,0.3011227,0.5471995,0.3892584,0.7640138
118,0,0,0.0210742,0.0218453,2.223522,2.217719,0,1.091387,0.02884019,4.609114,1.157557,0.1767947,0.0265926,2.329623,1.212785,0.3294668,2.772351,0,0,0.06167842,0.05292443,0.124462,0.1707701,0,0.256058,0.05306216,0.2215024,0.6900733,0.2504306,0.07775592,0.3384469,0.4836017,0.3823703,0.558223
118.4,0,0,0.001332592,0.02237407,2.25626,2.179387,0.0008625,1.18171,0.04558914,4.577859,0.9106197,0.102764,0.003952137,2.233193,1.25247,0.232925,2.960693,0,0,0.0101812,0.05290133,0.09537439,0.1959221,0.004885416,0.3091258,0.07822964,0.222035,0.4072477,0.170852,0.01169681,0.3523408,0.47282,0.3073045,0.2803665
118.8,0.03636126,0,0.005661701,0.02237407,2.253702,2.174056,0.0012,1.232406,0.1222489,4.506126,0.9107788,0.1385453,0.005331354,2.037847,1.344125,0.1650956,2.658129,0.1166814,0,0.02607661,0.05290133,0.08891411,0.1891494,0.00564094,0.3387206,0.1992646,0.2582508,0.3990999,0.2634288,0.01356241,0.4448552,0.4822487,0.1293635,0.9927397
119.2,0.04497413,0,0.01949546,0.01412212,2.239761,2.186254,0.0012,1.381612,0.2270856,4.453092,0.9037213,0.3450195,0.01575738,1.840197,1.373397,0.183763,2.271941,0.1223861,0,0.04909821,0.03685466,0.07771449,0.1791025,0.00564094,0.5092907,0.3221305,0.2929303,0.402065,0.5625758,0.03833536,0.5013848,0.4600538,0.1563037,1.305981
119.6,0.04497413,0,0.03348561,0.009633376,2.219587,2.230401,0.0012,1.556847,0.358885,4.396751,0.7608885,0.5065253,0.04442307,1.674871,1.403001,0.2542515,1.874035,0.1223861,0,0.06051536,0.02476582,0.07151778,0.2108065,0.00564094,0.5338558,0.3993738,0.3190675,0.3923279,0.6391843,0.0846175,0.5046581,0.4188231,0.2262487,1.461504
120,0.04497413,0,0.0358801,0.009633376,2.212312,2.272634,0.0012,1.690468,0.4749356,4.340845,0.6612778,0.6347402,0.09379999,1.537487,1.494247,0.3159488,1.458355,0.1223861,0,0.05984659,0.02476582,0.07547596,0.2307324,0.00564094,0.4697345,0.4165917,0.3135503,0.4478738,0.6460084,0.1414362,0.4820116,0.3346201,0.2782366,1.487593
120.4,0.04497413,0,0.03961805,0.003546542,2.202278,2.329599,0.0012,1.79469,0.6063207,4.336469,0.59099,0.7578431,0.1255291,1.393371,1.458796,0.3901943,1.054446,0.1223861,0,0.0600751,0.01428187,0.07131021,0.2405516,0.00564094,0.4220028,0.418333,0.3057361,0.476542,0.6043328,0.1453504,0.4034946,0.3051533,0.2651766,1.412942
120.8,0.04497413,0,0.04428472,0.002006103,2.201026,2.376622,0.0012,1.900173,0.7167991,4.32116,0.4585361,0.8926573,0.1433923,1.340448,1.531825,0.4726395,0.6511963,0.1223861,0,0.05986541,0.009290755,0.06987986,0.2652995,0.00564094,0.3514235,0.3767582,0.3006822,0.4282018,0.538447,0.1395103,0.3570054,0.2970055,0.2815369,1.207171
121.2,0.04497413,0,0.05161554,0,2.200309,2.456833,0.0012,1.958971,0.8657432,4.302523,0.3892417,1.031321,0.1802853,1.188545,1.604892,0.5938634,0.2268443,0.1223861,0,0.05771853,0,0.06851555,0.2067154,0.00564094,0.2951102,0.2817114,0.2853114,0.4436342,0.4252123,0.1419907,0.2864573,0.2306657,0.307993,0.6702439
121.6,0.0370986,0,0.05467759,0,2.189764,2.465753,0,2.029876,0.9948034,4.25445,0.2520681,1.12579,0.2176624,1.064845,1.604954,0.7723015,0.04426873,0.1148019,0,0.05663181,0,0.06172103,0.1981535,0,0.2718253,0.2315546,0.2253787,0.3636176,0.3584976,0.1435175,0.2711849,0.2127186,0.38159,0.06193097
122,0,0,0.05897831,0,2.195578,2.458551,0,2.085665,1.098085,4.207393,0.1178911,1.11205,0.2415668,1.017217,1.584032,0.9084508,0.04157942,0,0,0.053868,0,0.06304315,0.2085881,0,0.2527768,0.2155466,0.2805619,0.1962351,0.3555151,0.1386386,0.3161311,0.217015,0.3679848,0.05770177
122.4,0,0,0.04807055,0,2.192348,2.430202,0,2.071425,1.161226,4.172335,0.08019848,1.036769,0.290388,0.9543838,1.539427,0.9963164,0.0509048,0,0,0.0503721,0,0.06370319,0.2363766,0,0.2172295,0.2441198,0.3183611,0.1699067,0.2464232,0.1551454,0.3334774,0.2169797,0.3499638,0.06474428
122.8,0,0,0.05106818,0,2.18309,2.412033,0.0004009071,2.060877,1.157957,4.198861,0.05214067,0.9953083,0.3030763,0.9615641,1.468961,1.032373,0.07644755,0,0,0.04877116,0,0.062472,0.2285565,0.001884256,0.2095169,0.249672,0.308739,0.1343832,0.2497886,0.160818,0.3500989,0.2475816,0.3459466,0.1015659
123.2,0,0,0.05184727,0,2.209628,2.411748,0.0004009071,2.059579,1.107929,4.21249,0.06422213,0.9922718,0.2715252,1.038531,1.408865,1.050669,0.2937994,0,0,0.04815487,0,0.06794199,0.2285071,0.001884256,0.2129477,0.3081771,0.3090075,0.1417797,0.2624986,0.1831275,0.4470318,0.2979626,0.3386597,0.571277
123.6,0,0,0.04491174,0,2.205168,2.400178,0.0004009071,1.957126,1.021205,4.230209,0.03867264,0.8921918,0.2543842,1.147832,1.324857,0.9590069,0.6098462,0,0,0.04850858,0,0.06800417,0.2265648,0.001884256,0.3485225,0.4190362,0.3305705,0.07493072,0.3732643,0.1971137,0.571737,0.3305035,0.4744263,0.8933547
124,0,0,0.03917721,0.0008058289,2.202617,2.334224,0.0004009071,1.875189,0.8970753,4.260424,0.04763047,0.8157203,0.240885,1.256754,1.217865,0.8609971,0.9676208,0,0,0.04997342,0.003665991,0.06612822,0.2257474,0.001884256,0.4082106,0.508427,0.3507133,0.0772376,0.427887,0.2059816,0.6303576,0.3182517,0.5420973,1.098026
124.4,0,0,0.03479732,0.0008058289,2.219033,2.303558,0.0004009071,1.838485,0.8396193,4.340566,0.08296303,0.6694321,0.1878714,1.328112,1.168798,0.7202562,1.045925,0,0,0.05061737,0.003665991,0.0827889,0.2128149,0.001884256,0.4208627,0.5015484,0.4133894,0.134145,0.4060525,0.2066036,0.6085606,0.2989716,0.5730086,1.10195
124.8,0,0,0.02955358,0.0008058289,2.212164,2.35677,0.0004009071,1.778392,0.7879373,4.461821,0.09233569,0.5541962,0.1633459,1.381398,1.106941,0.5273546,1.030721,0,0,0.04355518,0.003665991,0.08447715,0.2030788,0.001884256,0.3897022,0.4595343,0.4129124,0.1333826,0.434453,0.2100594,0.5609554,0.2940501,0.5132528,1.115251
125.2,0,0,0.02020816,0.0008058289,2.217358,2.378152,0.0004009071,1.708081,0.7054726,4.593767,0.1084068,0.4413944,0.1137288,1.460988,1.049342,0.3806018,1.014338,0,0,0.03694343,0.003665991,0.08199306,0.1917935,0.001884256,0.3422799,0.3712111,0.2920926,0.1343849,0.3989257,0.1919639,0.4669042,0.2368075,0.4396232,1.129085
125.6,0,0,0.01730016,0.001615771,2.223314,2.383165,0.0004009071,1.624541,0.6515067,4.649795,0.1209319,0.3316863,0.05433041,1.522138,1.031427,0.2440303,1.010127,0,0,0.03107143,0.005020404,0.07601614,0.1780565,0.001884256,0.276545,0.3041008,0.2205307,0.1344483,0.3385661,0.134282,0.4103297,0.2372366,0.3306714,1.132616
126,0,0,0.03025177,0.003941239,2.195631,2.332796,0.005142414,1.589347,0.6261387,4.627447,0.152157,0.2279436,0.0179939,1.451435,1.041472,0.1594968,1.053641,0,0,0.1055201,0.01357911,0.1382179,0.3420877,0.03964766,0.2781298,0.305139,0.286684,0.2488501,0.2260954,0.04714245,0.4634806,0.3111095,0.2239368,1.18094
126.4,0.08861999,0.005125188,0.1160959,0.02334165,2.160809,2.041301,0.1716461,1.649392,0.7250029,4.369183,0.2692197,0.185644,0.0155418,1.250585,0.9762939,0.15379,0.8287979,0.2663454,0.01785248,0.239865,0.07269796,0.1626569,0.7706598,0.433142,0.3299862,0.3653919,0.8345176,0.4446171,0.1499465,0.04685726,0.5268098,0.4152492,0.2347029,1.117264
126.8,0.1732602,0.01222367,0.2126546,0.0376657,2.093208,1.799094,0.2868361,1.659947,0.8595855,4.009499,0.3036783,0.1888718,0.003921067,1.073573,0.8637074,0.1281524,0.4919176,0.3471131,0.02526144,0.3174458,0.09475113,0.2358779,0.9141024,0.4873141,0.3194975,0.353556,1.144082,0.4421699,0.1369846,0.01276654,0.4487702,0.4949976,0.2329772,0.9128109
127.2,0.2962843,0.01996805,0.3516716,0.07129069,2.030171,1.587287,0.3890756,1.686648,0.9478979,3.593759,0.3247819,0.1779886,0.001618983,1.031551,0.7920221,0.1207849,0.2235529,0.4398985,0.03564135,0.4171333,0.1408038,0.2404686,1.00631,0.5017185,0.291656,0.2716896,1.344694,0.4388025,0.1336665,0.007305444,0.3885486,0.4793994,0.2355705,0.578098
127.6,0.4044681,0.03098974,0.4496367,0.07931475,2.032587,1.434209,0.5306026,1.654754,1.00776,3.193878,0.298215,0.1560008,0.001618983,1.054905,0.7162611,0.1033773,0.2234392,0.4536467,0.05018897,0.4184916,0.1408225,0.2441423,0.9570627,0.5247104,0.2816613,0.2983184,1.336161,0.4470397,0.1319693,0.007305444,0.4052078,0.4773616,0.2358326,0.5781417
128,0.5014193,0.03225223,0.5392125,0.08148776,2.049833,1.283836,0.6668286,1.645421,1.074282,2.839272,0.2919125,0.1513028,0.001663339,1.137779,0.623611,0.09450683,0.2279237,0.4422931,0.05038445,0.3914638,0.1421348,0.26738,0.8780297,0.5128798,0.284567,0.3292861,1.231583,0.4561645,0.1383555,0.007401162,0.4703391,0.4588977,0.2405515,0.5855196
128.4,0.5810097,0.03737163,0.6223913,0.09345811,2.025925,1.11215,0.7726744,1.625643,1.097744,2.565085,0.3250832,0.1327852,0.001927361,1.138414,0.5731235,0.09042502,0.255626,0.424484,0.05247511,0.3557726,0.1496242,0.2804572,0.8212601,0.4715601,0.2992994,0.3473337,1.096221,0.4817211,0.1298569,0.007943246,0.5048599,0.4715937,0.2576306,0.6261587
128.8,0.6906342,0.04442288,0.7362982,0.1110917,2.001713,0.8495424,0.918462,1.656622,1.162754,2.181763,0.3725565,0.1246952,0.002291014,1.092456,0.4944294,0.09063703,0.2911082,0.3710412,0.05444192,0.2599127,0.1571497,0.2993297,0.5997239,0.3586876,0.3128244,0.3411067,0.6986291,0.510571,0.1342839,0.008624366,0.5381434,0.4680433,0.2809237,0.6745823
129.2,0.8092084,0.0499055,0.7977962,0.1011685,2.017098,0.8336197,0.9788538,1.570018,1.275658,1.901476,0.2140581,0.1250357,0,1.256797,0.3564673,0,0.00486514,0.2777674,0.05661248,0.2075088,0.1600408,0.2959804,0.4550179,0.2238359,0.1855751,0.1893563,0.198985,0.2220106,0.1455777,0,0.4292235,0.1711676,0,0.02287015
129.6,0.7610349,0.05299993,0.8110877,0.1271885,2.042052,0.9427264,0.9354416,1.541329,1.25244,1.861567,0.1603932,0.06500752,0,1.365323,0.4212948,0,0.000268254,0.2928437,0.06341346,0.2133444,0.174418,0.3276667,0.4603463,0.2200476,0.1950096,0.2082288,0.1947817,0.2024487,0.1023964,0,0.4118628,0.1340495,0,0.001337294
130,0.8807315,0.06033707,0.7757527,0.05472672,2.230238,1.197145,1.050777,1.611011,1.321544,1.886776,0.05807959,0.0227099,0,1.528716,0.4359759,0,5.351756e-05,0.1703314,0.07237073,0.1216884,0.07818951,0.1750557,0.245237,0.1413718,0.138086,0.1789955,0.1522479,0.1344617,0.04443799,0,0.2387564,0.09717336,0,0.0002566612
130.4,0.7983115,0.008414844,0.7480384,0.005006707,2.355659,1.306853,1.142637,1.666498,1.451559,1.958434,0.01385604,0,0,1.634438,0.4048475,0,9.468492e-05,0.05390371,0.009436322,0.08619677,0.01024525,0.0573275,0.1320838,0.07907575,0.1415055,0.051955,0.09424086,0.01992401,0,0,0.2457446,0.1153546,0,0.0003413913
130.8,0.8076989,0.006396146,0.6815969,0,2.411001,1.415744,1.162616,1.581077,1.492205,2.096001,0.04662279,0,0,1.794267,0.2309218,0,0.0004103013,0.04468097,0.005554068,0.06491677,0,0.03960745,0.1656052,0.08203752,0.04026951,0.06361183,0.07475701,0.003669971,0,0,0.02893635,0.01366964,0,0.0007106627
131.2,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
131.6,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
132,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
132.4,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
132.8,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
133.2,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
133.6,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
134,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
134.4,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
134.8,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
135.2,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
135.6,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
136,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
136.4,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
136.8,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
137.2,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
137.6,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
138,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
138.4,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
138.8,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
139.2,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
139.6,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
140,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
140.4,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
140.8,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
